Inde #,Group,Company Name,Chemistry_Detail,Chemistry,Format,Part #,Cell Status,Cell Shape,Cycle Life,Last Cycle % OF Initial Capacity,vol. Energy Density (Wh/l),grav. Energy Density (Wh/kg),Ma Capacity (AH),Open Circuit Voltage (V),Nominal Voltage (V),Cut Off Voltage (V),Standard Discharge Current (A),Ma Constant Discharge Current (A),Crate_discharge_cyclelife,Weight (gr),Volume (CC),Fast/Quick Charge Current,Standard Charge Current (A),Crate_charge_cyclelife,t_rest_h,Length (mm),Height (mm),Width (mm),Diameter (mm),Jahr,Datenblatt,Sekundärquelle,ID / Date,Anmerkung,Charging Methode,Crate_CV_cutoff,t_cycle_DOD
ISI001,ISI001,Kokam,Nickel rich,NMC,Pouch,SLPB080085270,Active,Prismatic,3000,70,573,249,26,4.2,3.67,2.7,2.6,52,1,387,,26,2.6,1,,275,7.9,99,,2020,,,KKDS20200406BMCEL03 ,TUM,CCCV,,90%
ISI002,ISI002,Kokam,Nickel rich,NMC,Pouch,SLPB98188216P,Active,Prismatic,6000,70,338,146,30,4.2,3.7,2.7,6,600,1,780,,90,6,1,,223,9.4,199,,2020,,,,,CCCV,,90%
ISI010,ISI010,Kokam,Nickel rich,NMC,Pouch,SLPB120460330,Active,Prismatic,6000,80,425,186,150,4.2,3.7,2.7,30,300,1,3020,,150,30,1,,327,10.5,462,,2020,,,KKDS20200514BMCEL24 ,SDL_25604,CCCV,,90%
ISI011,ISI011,Kokam,Nickel rich,NMC,Pouch,SLPB140460330,Active,Prismatic,6000,70,437,189,200,4.2,3.7,2.7,40,400,1,3955,,200,40,1,,327,13.6,462,,2020,,,,,CCCV,,90%
ISI012,ISI012,Kokam,Nickel rich,NMC,Pouch,SLPB160460330,Active,Prismatic,6000,70,455,198,240,4.2,3.7,2.7,48,480,1,4510,,240,48,1,,327,15.8,462,,2020,,,KKDS20200514BMCEL26 ,SDL_21687,CCCV,,90%
ISI013,ISI013,Kokam,Nickel rich,NMC,Pouch,SLPB100216216H,Active,Prismatic,6000,70,370,159,40,4.2,3.7,2.7,8,320,1,940,,120,8,1,,227,10.3,226,,2020,,,,TUM,CCCV,,90%
ISI014,ISI014,Kokam,Nickel rich,NMC,Pouch,SLPB120216216HR2,Active,Prismatic,10000,70,348,150,46,4.2,3.7,2.7,9.2,368,1,1145,,138,9.2,1,,227,12.2,226,,2020,,,KKDS20200310BMCEL01 ,TUM,CCCV,,90%
ISI015,ISI015,Kokam,Nickel rich,NMC,Pouch,SLPB120216216G1H,Active,Prismatic,6000,70,429,180,57,4.2,3.68,2.7,11.4,456,1,1175,,171,11.4,1,,227,12.2,226,,2020,,,KKDS20200916BMCEL31 ,TUM,CCCV,,90%
ISI016,ISI016,Kokam,Nickel rich,NMC,Pouch,SLPB125255255H,Active,Prismatic,6000,70,,168,75,4.2,3.7,2.7,15,600,1,1665,,225,15,1,,265,13,268,,2020,,,,,CCCV,,90%
ISI017,ISI017,Kokam,Nickel rich,NMC,Pouch,SLPB125255255G1H,Active,Prismatic,6000,70,,181,85,4.2,3.7,2.7,17,680,1,1735,,255,17,1,,265,12.6,268,,2020,,,,,CCCV,,90%
ISI018,ISI018,CALB,Lithium Iron Phosphate,LFP,Prismatic,CA40,Active,Prismatic,2000,80,,,40,3.65,3.2,2.5,12,80,0.3,1500,,40,12,0.3,,116,46,118,,,,,,,CCCV,,80%
ISI019,ISI019,CALB,Lithium Iron Phosphate,LFP,Prismatic,CA60,Active,Prismatic,2000,80,,,60,3.65,3.2,2.5,18,120,0.3,2000,,60,18,0.3,,115,41,240,,,,,,,CCCV,,80%
ISI020,ISI020,CALB,Lithium Iron Phosphate,LFP,Prismatic,CA100,Active,Prismatic,2000,80,,,100,3.65,3.2,2.5,30,200,0.3,3400,,100,30,0.3,,142,67,213,,,,,,,CCCV,,80%
ISI021,ISI021,CALB,Lithium Iron Phosphate,LFP,Prismatic,SE180AHA,Active,Prismatic,2000,80,,,180,3.65,3.2,2.5,54,180,1,5600,,180,54,0.3,0.97,180,71,279,,2016,,,15.08.2016,,CCCV,,
ISI022,ISI022,CATL,Lithium Iron Phosphate,LFP,Prismatic,LEP71H3L701,Active,Prismatic,4000,80,,,302,3.65,3.2,2.5,151,302,0.5,5510,,302,151,0.5,,207,71,173,,2018,,,Document: CTPS71H3L701 ,,CCCV,,
ISI023,ISI023,CATL,Lithium Iron Phosphate,LFP,Prismatic,LEP54H4K1,Active,Prismatic,3500,80,,,202,3.65,3.2,2.5,101,202,0.5,3840,,202,101,0.5,,201,57,174,,,,,,,CCCV,,
ISI024,ISI024,COSLIGHT,Lithium Iron Phosphate,LFP,Prismatic,FP45173209A,Active,Prismatic,3000,80,,,150,3.65,3.2,2.5,75,450,0.5,3840,,150,75,0.5,,201,45.5,174,,,,,,,CCCV,,100%
ISI025,ISI025,ECO POWER GROUP,Lithium Iron Phosphate,LFP,Prismatic,ECAU228NAH3L4,Active,Prismatic,2000,80,,,228,3.65,3.2,2.5,76,456,1,4200,,228,76,1,,207,54,174,,2019,,,,,CCCV,,80%
ISI026a,ISI026,EVE Energy,Lithium Iron Phosphate,LFP,Prismatic,LF280N72174,Active,Prismatic,1800,80,,,280,3.65,3.2,2.5,140,280,1,5300,,280,140,1,0.5,205,72,174,,2019,,,22.12.2019,@45°C,CCCV,0.05,100%
ISI026b,ISI026,EVE Energy,Lithium Iron Phosphate,LFP,Prismatic,LF280N72174,Active,Prismatic,3500,80,,,280,3.65,3.2,2.5,140,280,1,5300,,280,140,1,0.5,205,72,174,,2019,,,22.12.2019,@25°C,CCCV,0.05,100%
ISI027a,ISI027,EVE Energy,Lithium Iron Phosphate,LFP,Prismatic,LF30472174,Active,Prismatic,3500,80,,,304,3.65,3.2,2.5,152,304,1,5490,,304,152,1,0.5,209,72,174,,2020,,,07.05.2020,@25°C,CCCV,0.05,100%
ISI027b,ISI027,EVE Energy,Lithium Iron Phosphate,LFP,Prismatic,LF30472174,Active,Prismatic,1800,80,,,304,3.65,3.2,2.5,152,304,1,5490,,304,152,1,0.5,209,72,174,,2020,,,07.05.2020,@45°C,CCCV,0.05,100%
ISI028,ISI028,Jiangsu FREY,Lithium Iron Phosphate,LFP,Prismatic,FREY36130290100PF,Active,Prismatic,2500,80,,,100,3.65,3.2,2.5,50,200,0.5,3000,,100,50,0.5,0.5,290,36,130,,,,,,,CCCV,0.05,100%
ISI029,ISI029,GBS ZhEJIANG Systems,Lithium Iron Phosphate,LFP,Prismatic,GBSLFP200AhB,Active,Prismatic,3000,80,,,200,3.65,3.2,2.5,100,600,0.5,6700,,200,100,0.5,,290,66,238,,,,,(V3.0),,CCCV,,80%
ISI03,ISI03,Kokam,Nickel rich,NMC,Pouch,SLPB130255255P,Active,Prismatic,6000,70,363,154,75,4.2,3.7,2.7,15,600,1,1830,,300,15,1,,265,13.7,268,,2020,,,,,CCCV,,90%
ISI030,ISI030,GFB,Lithium Iron Phosphate,LFP,Prismatic,48173125100Ah,Active,Prismatic,3000,80,,,100,3.65,3.2,2.5,50,100,1,2300,,100,50,1,,209,72,174,,2019,,,25.03.2019,,CCCV,,
ISI031,ISI031,JIANGSU HIGEE,Lithium Iron Phosphate,LFP,Prismatic,HJLFP48173170E152Ah,Active,Prismatic,3000,80,,,152,3.65,3.2,2.5,76,152,0.5,2940,,152,76,0.5,,170,49,174,,2018,,,08.08.2018,,CCCV,,80%
ISI032a,ISI032,JIANGSU HIGEE,Lithium Iron Phosphate,LFP,Prismatic,HJLFP48173170E120Ah,Active,Prismatic,4000,80,,,120,3.65,3.2,2.5,120,240,1,2860,,120,60,0.5,,165,48,174,,2019,,,06.07.2019,Fresh cell. standard charge/discharge procedure,CCCV,,80%
ISI032b,ISI032,JIANGSU HIGEE,Lithium Iron Phosphate,LFP,Prismatic,HJLFP48173170E120Ah,Active,Prismatic,5000,80,,,120,3.65,3.2,2.5,120,240,1,2860,,120,60,1,,165,48,174,,2019,,,06.07.2019,Fresh cell. standard charge/discharge procedure at 1C,CCCV,,80%
ISI032c,ISI032,JIANGSU HIGEE,Lithium Iron Phosphate,LFP,Prismatic,HJLFP48173170E120Ah,Active,Prismatic,5500,80,,,120,3.65,3.2,2.5,120,240,0.5,2860,,120,60,0.5,,165,48,174,,2019,,,06.07.2019,Fresh cell. charge/discharge procedure at 0.5C,CCCV,,80%
ISI033a,ISI033,EVE Energy,Lithium Iron Phosphate,LFP,Prismatic,LF28072174,Active,Prismatic,3500,70,,,280,3.65,3.2,2.5,140,280,1,5220,,280,140,1,0.5,205,72,174,,2019,,,30.04.2019,@25°C,CCCV,0.05,80%
ISI033b,ISI033,EVE Energy,Lithium Iron Phosphate,LFP,Prismatic,LF28072174,Active,Prismatic,1800,70,,,280,3.65,3.2,2.5,140,280,1,5220,,280,140,1,0.5,205,72,174,,2019,,,30.04.2019,@45°C,CCCV,0.05,80%
ISI034a,ISI034,EVE Energy,Lithium Iron Phosphate,LFP,Prismatic,LF280K72174,Active,Prismatic,6000,70,,,280,3.65,3.2,2.5,140,280,0.5,5420,,280,140,0.5,0.5,205,72,174,,2021,,,23.03.2021,@25°C,CCCV,0.05,80%
ISI034b,ISI034,EVE Energy,Lithium Iron Phosphate,LFP,Prismatic,LF280K72174,Active,Prismatic,2500,70,,,280,3.65,3.2,2.5,140,280,0.5,5420,,280,140,0.5,0.5,205,72,174,,2021,,,23.03.2021,@45°C,CCCV,0.05,80%
ISI035,ISI035,Lishen,Lithium Iron Phosphate,LFP,Prismatic,LP44147272130Ah,Active,Prismatic,2000,80,,,130,3.65,3.2,2.5,39,234,0.333333333,3425,,117,39,0.333333333,1,260,44,148,,2017,,,17.02.2017,,CCCV,0.05,80%
ISI036,ISI036,Lishen,Lithium Iron Phosphate,LFP,Prismatic,LP37173207150Ah,Active,Prismatic,3000,80,,,150,3.65,3.2,2.5,75,150,1,2900,,150,75,1,1,208,37,174,,2019,,,19.09.2019,,CCCV,0.05,80%
ISI037,ISI037,Lishen,Lithium Iron Phosphate,LFP,Prismatic,LP54173210202Ah,Active,Prismatic,3000,80,,,202,3.65,3.2,2.5,101,202,1,3900,,202,101,1,1,210,54,174,,2018,,,23.01.2018,,CCCV,0.05,80%
ISI038,ISI038,Lishen,Lithium Iron Phosphate,LFP,Prismatic,LP71173207272Ah,Active,Prismatic,2000,80,,,272,3.65,3.2,2.5,136,272,1,5302,,272,136,1,1,208,72,174,,2019,,,15.06.2019,,CCCV,0.05,80%
ISI039,ISI039,CRJ Technology Limited,Lithium Iron Phosphate,LFP,Prismatic,RJLFP71173200271,Active,Prismatic,6000,80,,,271,3.65,3.2,2.5,54.2,542,1,5400,,271,54.2,1,,200,72,174,,,,,,,CCCV,,100%
ISI04,ISI04,Kokam,Nickel rich,NMC,Pouch,SLPB120216216,Active,Prismatic,6000,70,418,182,53,4.2,3.7,2.7,10.6,265,1,1095,,106,10.6,1,,227,12,226,,2020,,,KKDS20200514BMCEL19 ,,CCCV,,90%
ISI040,ISI040,Sinopoly,Lithium Iron Phosphate,LFP,Prismatic,Sinopoly 100 Ah,Active,Prismatic,2000,80,,,100,3.65,3.2,2.5,33,300,,3150,,200,33,,,221,61,142,,,,,,,CCCV,,
ISI041,ISI041,Sinopoly,Lithium Iron Phosphate,LFP,Prismatic,Sinopoly 400 Ah,Active,Prismatic,1500,80,,,400,3.65,3.2,2.5,132,400,,12800,,400,132,,,450,71,285,,,,,,,CCCV,,
ISI042,ISI042,A123,Nickel rich,NMC,Pouch,A123 39AH,Active,Prismatic,,,,,39,4.2,3.65,2.7,19.5,117,,820,,78,19.5,,,268,7,228,,,,,,,CCCV,,
ISI043,ISI043,A123,Lithium Iron Phosphate,LFP,Pouch,A123 50AH,Active,Prismatic,2000,80,,,50,3.65,3.3,2.5,25,50,,1167,,50,25,,,268,10.8,228,,,,,2021,,CCCV,,
ISI044,ISI044,A123,Nickel rich,NMC,Pouch,A123 26AH,Active,Prismatic,,,355,180,26,4.2,3.65,2.7,5.2,26,,550,,26,5.2,,,227,7.5,161,,2016,,,2016,,CCCV,,
ISI045,ISI045,A123,Nickel rich,NMC,Pouch,A123 32AH,Active,Prismatic,2500,80,,,32,4.2,3.65,2.7,32,192,,561,,64,32,,,227,7.5,161,,,,,2018,,CCCV,,
ISI046,ISI046,A123,Lithium Iron Phosphate,LFP,Pouch,AMP20M1HDA,Active,Prismatic,3000,90,247,131,19.6,3.65,3.3,2.5,3.92,360,2,496,,300,3.92,1,,227,7.5,161,,,,,MD10010502. 2011,@23°C,CCCV,,100%
ISI047,ISI047,AutoEnergy,Lithium Iron Phosphate,LFP,Cylindrical,50Ah 55380,Active,Cyl,,,,,50,3.65,3.2,2.5,10,,,1550,,,10,,,,380,,55,,,,2021,,CCCV,0.05,
ISI048,ISI048,BAK,Nickel rich,NMC811,Cylindrical,N21700CB48,Active,Cyl,1000,80,,,4.8,4.2,3.6,2.5,0.96,14.4,1,70,,4.8,0.96,0.5,,,70,,21,,,,P/PR03/PBDN21700CB48LS ,,CCCV,,
ISI049,ISI049,BAK,Nickel rich,NMC,Cylindrical,26650HC2,Active,Cyl,1000,80,,,5,4.2,3.6,2.5,2.5,10,,95,,5,2.5,,,,65,,26,,,,2021,,CCCV,,
ISI05,ISI05,Kokam,Nickel rich,NMC,Pouch,SLPB120216216,Active,Prismatic,4000,80,319,169,53,4.2,3.7,2.7,10.6,265,1,1160,,106,10.6,1,,227,12,226,,2016,,,,,CCCV,,80%
ISI050,ISI050,CATL,Lithium Iron Phosphate,LFP,Prismatic,100Ah CATL LiFePO4,Active,Prismatic,,,,,100,3.65,3.2,2.5,50,100,,2270,,100,50,,,200,33,172,,,,,,,CCCV,,
ISI051,ISI051,CATL,Lithium Iron Phosphate,LFP,Prismatic,120Ah CATL LiFePO4,Active,Prismatic,,,,,120,3.65,3.2,2.5,24,240,,2840,,120,60,,,174,48,172,,,,,,,CCCV,,
ISI052,ISI052,CATL,Lithium Iron Phosphate,LFP,Prismatic,280Ah CATL LiFePO4,Active,Prismatic,12000,80,,,280,3.65,3.2,2.5,56,560,,5340,,280,140,,,208,72,174,,,,,,,CCCV,,
ISI053,ISI053,CATL,Nickel rich,NMC 811,Prismatic,50Ah CATL 811,Active,Prismatic,3000,80,,,50,4.2,3.65,3,10,100,,850,,50,25,,,148,27,98,,,,,,,CCCV,,
ISI054,ISI054,ENERDEL,Nickel rich,NMC,Pouch,CE175360 Moie+,Active,Prismatic,4000,70,,,17.5,4.1,3.6,2.5,3.5,17.5,0.5,430,,17.5,3.5,0.5,,253,5.8,172,,2017,,,File No.: 071000404,@30°C,CCCV,,100%
ISI055,ISI055,ENERDEL,Nickel rich,NMC,Pouch,CE250370 Moie+,Active,Prismatic,3000,80,,,17.5,4.2,3.7,2.7,3.5,52.5,2,850,,35,3.5,2,,253,5.7,172,,2018,,,File No.: 072000100,,CCCV,,90%
ISI056,ISI056,ENERDEL,Nickel rich,NMC,Pouch,CP160365 Moie+,Active,Prismatic,4000,70,,,16,4.1,3.65,2.5,8,16,0.5,430,,16,8,0.5,,253,5.9,172,,2017,,,File No.: 071000505,,CCCV,,100%
ISI057,ISI057,ENERTECH,Nickel rich,NMC. NCA. NMC/NCA,Pouch,SPB 58253172EG1 / 17Ah,Active,Prismatic,4000,80,,,17.5,4.1,3.65,2.5,5.833333333,52.5,1,430,,35,5.833333333,1,,253,5.8,172,,,(),,,,CCCV,,80%
ISI058,ISI058,ENERTECH,Nickel rich,NMC. NCA. NMC/NCA,Pouch,SPB 58253172P3 / 23Ah,Active,Prismatic,2500,80,,,23,4.2,3.7,2.7,11.5,115,1,470,,69,11.5,1,,253,5.8,172,,,(),,,,CCCV,,100
ISI059,ISI059,ENERTECH,Nickel rich,NMC. NCA. NMC/NCA,Pouch,SPB 58253172V2 / 22Ah,Active,Prismatic,4000,80,,,22,4.2,3.75,2.7,11,110,1,480,,66,11,1,,253,5.8,172,,,(),,,,CCCV,,80%
ISI06,ISI06,Kokam,Nickel rich,NMC,Pouch,SLPB120216216G1,Active,Prismatic,6000,70,463,195,60,4.2,3.68,2.7,12,180,1,1140,,120,12,1,,227,12,226,,2020,,,KKDS20200429BMCEL09 ,TUM,CCCV,,90%
ISI060,ISI060,ENERTECH,Nickel rich,NMC. NCA. NMC/NCA,Pouch,SPB 58253172V3 / 25Ah,Active,Prismatic,4000,80,,,25,4.2,3.7,2.7,8.3,75,1,480,,50,8.3,1,,253,5.8,172,,,(),,,,CCCV,,80%
ISI061,ISI061,ENERTECH,Nickel rich,NMC 811,Pouch,58253172V4 / 30Ah,Active,Prismatic,4000,80,440,214,25,4.2,3.7,2.7,10,60,1,520,,30,10,1,,253,5.8,172,,,(),,,,CCCV,,80%
ISI062,ISI062,ENERTECH,Nickel rich,NMC. NCA. NMC/NCA,Pouch,SPB 59235172PG1,Active,Prismatic,4000,90,,,16,4.1,3.65,2.5,5.333333333,80,1,430,,80,5.333333333,1,,253,5.8,172,,,(),,,,CCCV,,80%
ISI063,ISI063,ENERTECH,Nickel rich,NMC. NCA. NMC/NCA,Pouch,SPB 70115145 / 12 Ah,Active,Prismatic,4000,90,,,12,4.1,3.65,2.5,6,24,1,240,,12,6,1,,253,5.8,172,,,(),,,,CCCV,,80%
ISI064,ISI064,ENERTECH,Nickel rich,NMC. NCA. NMC/NCA,Pouch,SPB 90190260V2 / 40Ah,Active,Prismatic,2000,80,,,40,4.2,3.7,3,20,160,1,990,,40,20,1,,260,9,190,,,(),,,,CCCV,0.05,
ISI065,ISI065,ENERTECH,Nickel rich,NMC. NCA. NMC/NCA,Pouch,SPB704684,Active,Prismatic,,,451,204,3.3,4.2,3.7,3,1.65,6.6,1,60,,3.3,1.65,1,,84,7,46,,2012,(),,18.07.2012,,CCCV,,
ISI066,ISI066,GeneralElectronics,,,Pouch,GEB 126090,Active,Prismatic,300,80,,,8.8,4.2,3.7,2.75,1.76,8.8,0.2,155,,8.8,1.76,0.2,1,90,12,60,,,,,,,CCCV,,
ISI067,ISI067,GeneralElectronics,,,Pouch,GEB 855085,Active,Prismatic,500,80,,,4.1,4.2,3.7,2.75,0.82,4.1,0.2,70,,4.1,0.82,0.2,1,85,8.5,50,,,,,,,CCCV,0.02,
ISI068,ISI068,GeneralElectronics,,,Pouch,GEB 9059156,Active,Prismatic,500,80,,,10,4.2,3.7,2.75,2,10,0.2,200,,10,2,0.2,1,156,9,60,,,,,,,CCCV,0.05,
ISI069,ISI069,GeneralElectronics,,,Cylindrical,GEB 21700,Active,Cyl,1000,80,,,4,4.2,3.7,2.75,0.8,12,0.2,69,,2,0.8,0.2,0.5,,70.5,,21.8,2018,,,04.07.2018,,CCCV,0.02,
ISI07,ISI07,Kokam,Nickel rich,NMC,Pouch,SLPB120216216G2,Active,Prismatic,3000,70,525,225,70,4.2,3.67,2.7,14,140,1,1150,,70,14,1,,227,12.3,226,,2020,,,KKDS20200514BMCEL21 ,,CCCV,,90%
ISI070,ISI070,GeneralElectronics,,,Cylindrical,GEB 26650,Active,Cyl,1000,80,,,5,4.2,3.7,2.75,1,5,0.2,80,,2.5,1,0.2,0.5,,65,,26,2018,,,30.07.2018,Cycle life > 600,CCCV,0.01,
ISI071,ISI071,GeneralElectronics,,,Cylindrical,GEB 32650,Active,Cyl,1000,80,,,6,4.2,3.7,2.75,3,6,0.2,140,,3,1.2,0.2,0.5,,65,,32,2018,,,06.03.2019,Cycle life > 600,CCCV,0.01,
ISI072,ISI072,Great Power,,,Cylindrical,GP 21700,Active,Cyl,1000,80,,,4.7,4.2,3.7,2.75,0.94,7.05,0.2,140,,2.4,0.96,0.2,,,70.5,,21.8,2018,,,27.03.2018,Cycle life >> 500,CCCV,,
ISI073,ISI073,Hitachi,,,Pouch,L0578G1A1,Active,Prismatic,1000,80,,,5,4.2,3.7,2.75,1,15,2,137,,7.5,1,2,,161,6.5,78,,,,,22.013,,CCCV,0.1,
ISI074,ISI074,Hitachi,,,Pouch,L13A0N2C1,Active,Prismatic,1000,80,,,13,4.2,3.7,2.75,2.6,39,2,270,,13,2.6,2,,222,6.7,100,,,,,22.013,,CCCV,0.1,
ISI075,ISI075,Hitachi,,,Pouch,L15A0N2C1,Active,Prismatic,1000,80,,,15,4.2,3.7,2.75,3,45,2,307,,15,3,2,,222,7.5,100,,,,,22.013,,CCCV,0.1,
ISI076,ISI076,KeepPower,,,Cylindrical,KP 21700,Active,Cyl,500,80,,,4,4.2,3.7,2.75,0.8,4,0.2,69,,2,0.96,0.2,,,70.5,,21.8,,,,,,CCCV,,
ISI077a,ISI077,LECLANCHÉ,Lithium Titanate,LTO,Pouch,LT 34 Ah (936901),Active,Prismatic,20000,80,,,34,2.8,2.2,1.5,34,204,4,1080,475,204,34,4,,286,12,178.5,,,,,LT34 EN D20212_1,@80% DoD,CCCV,,80%
ISI077b,ISI077,LECLANCHÉ,Lithium Titanate,LTO,Pouch,LT 34 Ah (936901),Active,Prismatic,15000,80,,,34,2.8,2.2,1.5,34,204,4,1080,475,204,34,4,,286,12,178.5,,,,,LT34 EN D20212_1,@100% DoD,CCCV,,100%
ISI078a,ISI078,LECLANCHÉ,Nickel rich,NMC,Pouch,GL60 (936A04),Active,Prismatic,8000,80,,,60,4.2,3.7,3,12,180,1,1120,475,60,12,1,,286,12,178.5,,,,,GL60 EN D201910_2,@100% DoD,CCCV,,100%
ISI078b,ISI078,LECLANCHÉ,Nickel rich,NMC,Pouch,GL60 (936A04),Active,Prismatic,4500,80,,,60,4.2,3.7,3,12,180,1,1120,475,60,12,1,,286,12,178.5,,,,,GL60 EN D201910_2,@80% DoD,CCCV,,80%
ISI079a,ISI079,LECLANCHÉ,Nickel rich,NMC 622,Pouch,GL65,Active,Prismatic,7000,80,,,65,4.35,3.72,3,13,195,1,1120,475,65,13,1,,286,12,178.5,,,,,GL65 ENEUR B20213_0,@100% DoD,CCCV,,100%
ISI079b,ISI079,LECLANCHÉ,Nickel rich,NMC 622,Pouch,GL65,Active,Prismatic,4000,80,,,65,4.35,3.72,3,13,195,1,1120,475,65,13,1,,286,12,178.5,,,,,GL65 ENEUR B20213_0,@80% DoD,CCCV,,80%
ISI08,ISI08,Kokam,Nickel rich,NMC,Pouch,SLPB120255255,Active,Prismatic,6000,70,423,182,75,4.2,3.7,2.7,15,225,1,1535,,75,15,1,,265,11.8,268,,2020,,,KKDS20200514BMCEL22 ,,CCCV,,90%
ISI080,ISI080,LG Chem,Nickel rich,NMC,Cylindrical,INR18650 MJ1,Active,Cyl,400,80,,259.6,3.5,4.2,3.635,2.5,0.7,10,1.142857143,49,,3.4,0.96,0.428571429,,,65,,18,2014,,,,SDL,CCCV,,
ISI081,ISI081,LG Chem,Nickel rich,NMC,Cylindrical,INR21700 M50T,Active,Cyl,300,80,,,4.8,4.2,3.635,2.5,0.96,14.55,0.33,69,,3.395,1.455,0.33,0.5,,70,,21,2018,,,16.07.2018,,CCCV,,
ISI082,ISI082,LG Chem,Nickel rich,NMC 811,Cylindrical,INR21700 M50,Active,Cyl,500,80,,248.7,4.8,4.2,3.635,2.5,0.96,14.55,0.33,68.5,,3.395,1.455,0.33,0.5,,70,,21,2017,,,22.09.2017,,CCCV,,
ISI083,ISI083,Lishen,Nickel rich,NCA,Cylindrical,LR2170SA,Active,Cyl,1000,80,,,4,4.2,3.65,2.5,2,12,1,68,,2,0.8,0.5,0.5,,70,,21,2017,,,19.05.2017,SDL26861,CCCV,0.02,
ISI084,ISI084,OSN,Lithium Titanate,LTO,Pouch,OSN08198255LT28,Active,Prismatic,30000,80,,,28,2.8,2.4,1.6,28,420,,,,168,28,,,225,8,198,,,,,2021,,CCCV,,
ISI085,ISI085,Panasonic,Nickel rich,NCA,Cylindrical,Panasonic NCR21700A,Active,Cyl,1000,80,,,5,4.2,3.65,2.5,1,15,,70,,3,1,,,,70,,21,,,,2021,,CCCV,,
ISI086,ISI086,Panasonic,Nickel rich,NCA,Cylindrical,NCR20700A,Active,Cyl,300,80,512,192,3.3,4.2,3.65,2.5,0.66,20,3,60,,2.2,0.66,1,,,70,,20,,,,,,CCCV,0.03,
ISI087,ISI087,Panasonic,Nickel rich,NCA,Cylindrical,NCR20700B,Active,Cyl,500,80,659,224,4,4.2,3.65,2.5,0.8,12,2,63,,2,0.8,0.5,,,70,,20,,,,,SDL_25605,CCCV,0.03,
ISI088,ISI088,Samsung,Nickel rich,NCA,Cylindrical,INR2170040T,Active,Cyl,250,60,,,4,4.2,3.635,2.5,0.8,10,8,70,,6,2,1.5,,,70,,21,2017,,,122.017,,CCCV,0.03,
